uid	sid
625	7038
625	18208
626	4462
626	34300
626	19121
626	5678
627	7070
627	29022
627	12642
627	26049
628	542
628	5704
628	19468
628	27270
628	38180
629	27712
629	37441
629	30183
630	3023
630	26028
630	2028
630	3024
631	36158
631	36030
631	10827
631	21095
632	13263
632	35435
632	36410
633	29787
633	16749
633	33054
633	37898
633	13957
634	24639
634	27811
634	33948
635	36698
635	38167
635	36267
636	15139
636	8843
636	6967
637	6367
637	5182
637	9526
637	7196
637	11647
637	733
638	22219
638	21008
638	31072
639	37754
639	6189
639	29798
639	28923
639	6106
639	12417
640	9277
640	36789
640	31191
641	38953
641	26579
641	14688
642	13169
642	24936
642	18865
643	28593
643	13829
643	8705
644	15885
644	9399
644	7788
645	21256
645	27516
645	30058
645	18987
645	8332
645	30863
646	12208
646	7389
646	32857
646	18685
647	13063
647	13854
647	29007
647	20767
648	30244
648	37964
648	19924
649	4101
649	22836
649	540
649	10896
649	12506
649	31414
650	1839
650	9788
650	6524
651	27099
651	8768
651	15057
652	7077
652	19518
652	26329
653	34379
653	33776
653	15041
653	30244
654	38068
654	591
654	38379
654	20453
654	36837
654	17575
655	36411
655	21487
655	16776
656	1341
656	1651
656	28059
657	19553
657	10218
657	5144
658	8595
658	20002
658	28148
659	39439
659	11084
659	1217
660	20704
660	8561
660	440
660	38501
661	19593
661	16328
661	4837
661	34086
661	2837
661	22283
661	29341
661	24768
661	23781
661	3640
661	38933
661	28496
661	6955
661	37977
662	34525
662	8288
662	22777
662	10939
663	15159
663	30771
663	30699
663	4672
664	5265
664	36095
664	34194
665	31911
665	19711
665	17800
665	2022
666	17128
666	15019
666	10583
666	25728
667	21978
667	7522
667	9072
667	18107
667	12002
667	21335
667	14475
667	22496
667	20242
667	26540
667	5512
668	25263
668	854
668	33622
669	9644
669	1857
669	10793
670	1490
670	30835
670	33163
670	26604
670	29618
670	34781
671	120
671	18951
671	14988
672	33828
672	13326
672	39327
673	32153
673	22655
673	10703
674	37311
674	7638
674	27030
674	17075
675	18708
675	32854
675	21350
676	11192
676	33263
676	38117
676	2539
676	21054
676	9327
676	29265
676	38506
676	3286
676	11298
677	28606
677	31498
677	26862
677	2946
678	29470
678	36101
678	148
678	7795
678	18555
679	603
679	30033
679	24261
679	8948
680	33291
680	2651
680	13044
681	28363
681	1100
681	9443
682	10165
682	24585
682	24936
683	36254
683	33521
683	30630
683	257
683	28610
684	6991
684	24132
684	2026
684	5926
684	19853
684	19763
684	15345
684	18821
684	22221
685	26409
685	38722
685	25725
686	17551
686	33609
686	14947
686	32763
686	17042
687	4153
687	36580
687	14735
687	11377
688	314
688	6569
688	30359
689	30370
689	8222
689	36412
689	30053
689	15510
689	32642
689	7315
690	25098
690	6372
690	28142
690	7393
691	12642
691	31832
691	38348
692	10212
692	6972
692	12979
693	3920
693	33374
693	2244
694	16541
694	31593
694	28481
694	13287
694	32497
694	24575
695	15619
695	16921
695	37184
696	36115
696	19284
696	19123
697	3648
697	13495
697	17243
698	18364
698	18035
698	18554
698	14629
699	23139
699	20872
699	25876
700	28990
700	37118
700	3626
701	35011
701	33024
701	10978
701	37761
701	36398
702	24330
702	23884
702	8476
703	2486
703	3101
703	16576
704	37176
704	16604
704	20888
705	16181
705	14804
705	31405
705	23141
706	18951
706	120
706	14988
707	35553
707	18857
707	37406
708	11946
708	37303
708	1057
708	37935
708	23455
708	35764
708	22851
708	27299
708	38092
708	36580
708	23382
708	37975
709	18855
709	12658
709	25935
710	19521
710	5442
710	32261
711	19737
711	10254
711	2753
712	10067
712	32692
712	26090
713	31399
713	17477
713	6794
713	30844
714	23715
714	32262
714	8556
714	23060
715	22123
715	33268
715	13573
716	12979
716	38760
716	10206
717	24095
717	31942
717	28027
717	34648
718	22462
718	1742
718	14463
719	17381
719	34253
719	39314
719	14393
720	22538
720	37274
720	32664
720	7971
720	37966
721	38298
721	30365
721	19087
721	18539
722	22034
722	6873
722	26827
722	23612
722	30845
722	3737
722	17501
722	11987
723	19648
723	14733
723	14271
724	19815
724	24975
724	38327
725	26622
725	30099
725	2246
726	33828
726	2881
726	14129
726	31869
726	4523
726	6033
726	19069
726	2026
726	19206
726	10485
726	4294
726	20985
726	14957
726	18407
726	35609
726	32243
726	4295
726	38479
726	30626
726	17985
726	35304
727	25298
727	39327
727	9688
727	8731
728	36484
728	8283
728	28921
729	17118
729	36312
729	3256
730	32152
730	13264
730	20983
730	14807
730	10281
730	22907
730	18068
730	16498
730	8808
730	24700
730	18555
730	33855
730	32562
730	30904
731	18726
731	1411
731	23060
731	14387
731	23477
731	38793
732	36513
732	4807
732	37167
732	22219
733	24314
733	33260
733	6173
734	22546
734	30952
734	22321
734	15051
734	6357
734	14928
734	37132
735	16308
735	18268
735	19344
736	3255
736	7091
736	28954
737	5481
737	27259
737	27329
737	38462
737	14722
737	6178
738	4784
738	19074
738	15560
738	9819
739	17177
739	28789
739	8861
740	21472
740	15923
740	10536
740	16010
740	22362
740	24964
740	11150
741	24309
741	39313
741	36866
742	12979
742	13842
742	7971
742	33006
742	21784
742	38682
743	4250
743	24151
743	5189
743	19480
743	21772
743	37411
744	25769
744	1713
744	4534
745	4321
745	23712
745	36817
745	26045
745	19754
746	12087
746	25958
746	37286
746	30295
747	16441
747	37663
747	25433
747	5877
747	13546
748	13984
748	22126
748	24687
748	37553
748	24200
748	2758
749	12002
749	6220
749	9771
750	38110
750	31691
750	2363
750	9707
750	34810
750	9204
750	31785
750	7939
750	35998
750	14321
751	25969
751	35775
751	7468
751	28324
751	5043
751	5559
751	18405
751	12498
751	18463
752	11939
752	36022
752	15131
752	7002
752	23465
752	39013
752	24535
752	21743
752	19789
752	21473
753	7442
753	16237
753	3607
754	35052
754	16186
754	32168
755	20420
755	1271
755	15372
756	1681
756	2389
756	4944
757	28033
757	23681
757	1436
757	36513
758	19765
758	11673
758	460
759	34580
759	17490
759	13113
759	19257
760	2450
760	5533
760	821
760	29956
760	11022
761	19737
761	37085
761	29989
762	25128
762	19337
762	24318
763	18174
763	31837
763	10363
763	8256
763	4607
763	34558
763	39161
763	10144
764	35512
764	30644
764	26648
764	8365
764	11750
764	5952
764	17525
765	17114
765	16298
765	14910
766	15715
766	31179
766	12948
767	18857
767	34435
767	26244
767	29787
768	11873
768	23892
768	25382
769	36669
769	5571
769	16477
769	14130
769	33735
769	7770
769	30206
769	30553
769	16206
769	8556
769	23093
770	17516
770	3161
770	25001
771	32997
771	7200
771	36021
771	17719
771	2967
771	37559
772	34949
772	33539
772	28027
773	8457
773	22706
773	23821
773	20066
773	22919
773	11114
773	35984
773	13353
773	34844
773	5002
773	16775
773	19518
774	12833
774	20745
774	9733
775	18223
775	16892
775	29611
775	26305
775	32664
775	13416
776	17805
776	11159
776	10523
777	13056
777	19838
777	14460
777	933
777	34309
778	25946
778	11192
778	20603
779	1964
779	19163
779	3364
780	38054
780	30171
780	7168
781	23973
781	13888
781	22583
782	32603
782	20983
782	17935
782	30275
782	8220
782	23882
782	31837
782	21495
782	33510
782	23849
782	18597
782	22919
782	23694
782	26669
782	5260
782	31698
782	16771
782	19938
782	18589
783	14402
783	4095
783	28389
783	35759
784	4533
784	7572
784	38157
785	22803
785	34977
785	36490
786	39419
786	12287
786	21098
786	35863
786	12838
786	28739
786	5266
787	32613
787	32114
787	26572
787	16498
788	28184
788	26172
788	366
788	24241
789	33476
789	26517
789	31072
789	39301
789	15453
790	36698
790	21579
790	8140
791	21960
791	9456
791	13800
792	31181
792	22990
792	14448
792	2290
793	8409
793	12301
793	38476
794	9399
794	24703
794	10433
794	3825
795	1040
795	23842
795	6332
796	14453
796	38741
796	31470
797	26955
797	27912
797	31324
797	2087
798	28517
798	2767
798	21215
799	14879
799	4096
799	29134
800	4026
800	34575
800	27263
800	29830
801	21026
801	28076
801	22005
801	16322
801	31114
801	26119
802	16240
802	15762
802	34165
802	25636
802	9442
802	13710
802	27715
802	31317
803	16856
803	31341
803	37647
804	24760
804	25954
804	5243
804	30425
804	36026
805	29478
805	1175
805	32036
805	35058
805	8308
805	27828
806	35663
806	20916
806	35110
807	34361
807	5999
807	29828
808	26475
808	15208
808	39420
809	25933
809	17269
809	36599
809	34317
809	2391
809	29351
809	1657
810	8725
810	10042
810	7384
811	29055
811	17316
811	11670
811	1616
811	10473
811	10581
812	33168
812	15422
812	20758
813	23533
813	39318
813	35811
813	17336
813	35502
813	23119
814	14168
814	5316
814	15918
815	26792
815	22970
815	18802
816	28454
816	25272
816	14865
816	20740
817	25338
817	7118
817	2845
818	10490
818	18417
818	9449
818	28681
819	4427
819	16326
819	25434
819	25102
819	31072
820	26021
820	5320
820	28484
821	29608
821	30345
821	18121
822	17314
822	1241
822	22689
822	3911
823	17525
823	19518
823	5952
823	18004
824	3866
824	29831
824	28055
825	10836
825	36685
825	24718
826	31519
826	26459
826	21760
827	20730
827	33648
827	20733
828	14332
828	21132
828	31193
829	36560
829	9022
829	9233
830	821
830	26571
830	1752
831	37538
831	18177
831	780
832	11654
832	14087
832	25079
832	21303
833	19623
833	33303
833	8997
834	3076
834	34781
834	29487
834	2075
834	10945
834	19608
834	22968
835	34883
835	24809
835	4003
835	11717
836	37286
836	12414
836	20507
837	26199
837	2246
837	7279
837	21834
837	26090
838	3384
838	21537
838	38804
838	21980
839	22909
839	29040
839	20054
839	23855
839	17363
840	1641
840	36657
840	348
840	9119
840	6015
841	35344
841	35485
841	7841
841	5899
842	14446
842	19200
842	25756
842	11865
843	6143
843	21085
843	39134
843	33270
843	12244
844	26755
844	38389
844	22162
844	22219
844	21843
845	11905
845	28030
845	25459
845	26769
846	14873
846	2882
846	12140
847	8144
847	17748
847	30092
848	7919
848	8779
848	17863
849	31270
849	12979
849	37645
849	32664
849	12244
849	29611
849	37274
850	30922
850	28464
850	21352
851	32558
851	16218
851	36668
851	31562
851	10499
851	37917
851	24644
851	14941
852	22419
852	24183
852	8813
853	31742
853	37132
853	6918
853	30719
854	15736
854	11092
854	32677
855	18804
855	34905
855	33601
856	36526
856	35439
856	8358
856	34834
857	17648
857	35940
857	24333
857	14584
858	22383
858	26403
858	38516
858	16326
858	7995
859	27754
859	7458
859	4113
859	33351
859	2547
860	2087
860	17522
860	4735
861	7974
861	38292
861	33701
862	39167
862	20368
862	7718
863	3174
863	30683
863	28339
863	11857
863	18128
863	17503
864	21390
864	18427
864	21068
865	35265
865	31912
865	8549
866	33915
866	20382
866	27275
867	9409
867	13691
867	29055
868	17748
868	38587
868	4232
868	29348
869	4661
869	28175
869	36398
870	32875
870	12197
870	27668
870	8021
870	27647
870	36566
870	3443
870	27959
871	13531
871	12744
871	1972
872	25748
872	8005
872	8890
872	1716
873	37145
873	1181
873	34379
873	1434
874	37502
874	38943
874	36072
875	20179
875	7756
875	11741
875	24193
875	27668
876	5174
876	7443
876	9002
876	30904
877	22379
877	39115
877	28410
877	6132
877	15974
878	39155
878	30457
878	4670
878	16307
878	31733
878	39344
878	18359
878	3691
878	10872
878	7486
878	5245
878	1694
878	26681
878	39221
878	37657
878	31817
878	30382
878	8324
879	3440
879	38941
879	33395
880	14122
880	26416
880	17236
880	20278
880	13298
881	32837
881	20174
881	19409
881	32443
881	37477
881	15835
881	29487
881	18515
881	33963
881	30973
881	10358
881	12363
881	4821
882	8575
882	15874
882	4174
882	27936
883	13226
883	16312
883	12084
883	35191
884	6344
884	39339
884	32842
885	5698
885	3384
885	37236
885	20399
885	32243
886	17748
886	39249
886	39156
887	749
887	26384
887	37786
888	23630
888	1858
888	6132
888	13996
888	33599
888	29328
888	615
889	21103
889	28017
889	28845
889	14436
890	7640
890	13920
890	24120
890	23055
890	35935
890	30470
890	25284
890	4563
891	9360
891	26126
891	14568
892	21917
892	32562
892	22496
893	15705
893	10735
893	34546
893	4290
893	32429
893	38292
894	19138
894	34429
894	8140
895	28033
895	30698
895	9252
895	530
895	38232
896	23893
896	9808
896	5395
896	25401
897	15765
897	31871
897	32787
898	13206
898	10191
898	31585
898	18889
899	6595
899	5472
899	30
899	24253
900	27141
900	21289
900	23224
900	34549
900	22606
901	34545
901	20388
901	33174
902	33352
902	4222
902	10281
903	25068
903	35387
903	30139
903	38937
904	1246
904	11974
904	20642
904	14817
905	28553
905	32592
905	22335
906	22309
906	12804
906	25324
907	26265
907	17922
907	29925
907	32590
908	34742
908	29523
908	25183
908	32777
909	36857
909	11468
909	19480
910	32009
910	18817
910	11124
911	21301
911	7902
911	7138
911	32481
911	15769
912	22094
912	22222
912	37144
913	27702
913	26390
913	31846
913	35169
914	7766
914	28721
914	31209
915	18058
915	1891
915	19802
915	3778
916	20592
916	3351
916	22495
917	94
917	30659
917	5830
918	7571
918	31498
918	27014
918	22098
919	32180
919	28206
919	26178
920	12313
920	20829
920	29787
920	17860
920	25561
920	7276
920	4400
921	20036
921	25158
921	38155
922	2489
922	3626
922	4682
923	9649
923	12517
923	35153
923	21523
923	89
924	8002
924	13780
924	16506
924	24436
924	24651
925	33350
925	36194
925	12590
925	35901
926	154
926	36156
926	6463
927	4764
927	32457
927	31814
928	38414
928	17734
928	6579
929	36776
929	34359
929	1123
930	34505
930	15883
930	20080
930	30922
930	38268
930	35488
930	37338
931	2087
931	21784
931	29611
931	33657
931	30702
931	35683
932	231
932	21308
932	21464
932	6473
932	6609
933	34488
933	6017
933	22602
934	32236
934	14723
934	12832
934	15732
934	19654
935	37248
935	12964
935	28307
935	10433
935	6595
936	23948
936	37647
936	31593
937	14690
937	37869
937	8350
938	28272
938	39349
938	18223
938	23647
939	36698
939	2870
939	34356
939	5058
939	22919
939	37025
939	28018
940	25951
940	1201
940	11910
941	6476
941	8371
941	18824
941	13915
942	24422
942	517
942	3574
943	34377
943	1521
943	2545
944	18388
944	18688
944	30776
944	11318
944	26925
944	20733
945	36803
945	29823
945	18579
945	8861
946	21936
946	29397
946	27842
947	23893
947	12619
947	25380
948	33673
948	31878
948	29045
949	14869
949	31108
949	31606
949	25101
950	16454
950	14571
950	23695
950	6586
951	1421
951	5905
951	11311
951	3255
951	8994
952	16782
952	23018
952	24113
952	22050
952	30600
953	25707
953	24417
953	26176
954	18168
954	35082
954	14090
954	19154
955	3438
955	37840
955	3013
956	21169
956	22424
956	10626
957	4309
957	22034
957	21151
957	21163
957	14367
958	37613
958	6370
958	23849
959	13619
959	10913
959	14246
960	23787
960	999
960	28699
960	35197
961	3703
961	13893
961	9494
962	35651
962	7284
962	32567
963	8914
963	14291
963	35734
964	899
964	24912
964	10639
964	37605
965	35426
965	19127
965	5608
965	33339
965	24949
965	35048
966	11026
966	35386
966	13767
966	35134
967	23383
967	31918
967	2444
968	7251
968	20706
968	36897
969	32078
969	28639
969	14147
970	36632
970	37157
970	28615
970	9867
971	19931
971	18116
971	289
972	14237
972	18115
972	1279
973	6258
973	24006
973	37836
973	23733
973	32838
973	33661
974	34057
974	15618
974	36113
974	34149
974	15882
975	8776
975	30512
975	30668
975	16884
976	7849
976	22096
976	26934
977	21550
977	22763
977	6580
978	23280
978	19787
978	24979
979	17551
979	5664
979	32937
980	2944
980	31980
980	27070
981	5041
981	14562
981	36887
981	34350
981	6280
981	8394
981	15016
981	20124
981	15195
981	5790
981	34684
981	36741
981	28442
982	2419
982	1053
982	15375
982	20336
983	25567
983	8002
983	14087
983	733
983	21042
984	29687
984	22462
984	20720
984	14712
984	17173
984	30351
985	36438
985	12124
985	14275
986	28048
986	14271
986	30537
986	21925
987	34583
987	10689
987	19087
987	29523
987	20544
987	16785
987	3164
988	3589
988	35050
988	24857
988	3319
988	36158
988	24167
989	38944
989	17832
989	35308
989	17060
990	15666
990	17944
990	419
991	14267
991	10943
991	9153
991	33766
991	11925
992	36013
992	24384
992	35091
992	7912
992	19936
992	27584
992	18675
993	27761
993	25522
993	19620
993	37588
993	36061
993	9957
994	23756
994	26433
994	24156
995	11759
995	19363
995	5610
995	9759
996	20048
996	11576
996	34399
997	26434
997	33681
997	24266
997	23768
997	4763
998	28514
998	34507
998	196
998	35324
998	34678
999	821
999	20368
999	24054
999	16461
1000	33977
1000	1410
1000	38516
1000	22147
1000	17366
1000	35265
1001	6062
1001	4837
1001	32132
1002	14792
1002	22046
1002	32597
1003	2012
1003	31018
1003	2195
1004	25101
1004	8598
1004	33243
1004	5312
1004	10855
1005	33221
1005	2092
1005	26301
1005	24539
1006	6421
1006	26869
1006	31232
1006	21993
1007	28752
1007	13842
1007	30991
1007	34718
1007	2354
1008	35286
1008	20936
1008	9143
1008	13730
1009	26571
1009	36732
1009	39170
1010	4384
1010	8147
1010	39054
1011	23932
1011	33491
1011	23162
1012	5376
1012	38875
1012	36449
1013	1742
1013	27068
1013	823
1014	18756
1014	37833
1014	8002
1014	27018
1014	35366
1015	30571
1015	32187
1015	29292
1015	36257
1016	16746
1016	23726
1016	21796
1017	30684
1017	11688
1017	24232
1017	29644
1017	8744
1018	23490
1018	20045
1018	10968
1019	38410
1019	33601
1019	35538
1019	2389
1020	20053
1020	19152
1020	6358
1021	33806
1021	10531
1021	8839
1021	12268
1021	11838
1021	10449
1022	2087
1022	32474
1022	25366
1023	124
1023	31517
1023	5321
1023	29644
1023	24800
1023	37279
1023	37400
1023	31276
1023	9297
1023	28939
1024	5487
1024	37767
1024	3518
1025	36662
1025	1664
1025	20894
1026	18121
1026	4192
1026	20831
1026	36380
1027	7472
1027	38937
1027	22221
1027	23863
1027	107
1027	14618
1027	35274
1027	33405
1027	864
1027	12550
1028	20967
1028	3249
1028	17506
1029	2976
1029	18737
1029	33189
1029	1873
1029	33487
1030	2506
1030	15522
1030	30572
1031	712
1031	18591
1031	17517
1031	33753
1031	36031
1031	25245
1032	8173
1032	19654
1032	29658
1032	20780
1033	2451
1033	18102
1033	6094
1034	27991
1034	15588
1034	26829
1035	9091
1035	39110
1035	2881
1036	29240
1036	17721
1036	35815
1036	821
1037	12130
1037	38875
1037	38416
1038	32076
1038	29777
1038	27036
1038	36560
1039	301
1039	3064
1039	10592
1039	28921
1040	8308
1040	14042
1040	27415
1041	27132
1041	6224
1041	24112
1042	5095
1042	19634
1042	17276
1042	38531
1042	16426
1042	25925
1042	36880
1042	29382
1042	3486
1042	6861
1043	34781
1043	39399
1043	33979
1043	18106
1043	35114
1043	29271
1044	17267
1044	13079
1044	20473
1045	3214
1045	1216
1045	5260
1046	22336
1046	16474
1046	19480
1047	33127
1047	32235
1047	30070
1047	24920
1048	13420
1048	17143
1048	26383
1048	35831
1049	36106
1049	6419
1049	33016
1050	7071
1050	21088
1050	29530
1050	31252
1051	34365
1051	11511
1051	773
1051	29858
1051	14642
1052	17060
1052	22545
1052	22699
1053	28673
1053	38420
1053	11439
1054	3255
1054	26454
1054	35265
1055	17488
1055	29051
1055	35012
1055	21783
1056	187
1056	24342
1056	22051
1056	13100
1057	30459
1057	7723
1057	23581
1057	34317
1057	9782
1057	36111
1058	25285
1058	17818
1058	29606
1059	18660
1059	30165
1059	7979
1059	25798
1059	38358
1059	5532
1059	19233
1059	18589
1060	31192
1060	13208
1060	8516
1060	17200
1061	9182
1061	19735
1061	8556
1062	17945
1062	10941
1062	37242
1063	38563
1063	7802
1063	13263
1063	23883
1063	27817
1063	32551
1064	2028
1064	38268
1064	10647
1065	33720
1065	1689
1065	29041
1065	35770
1066	34222
1066	25855
1066	27254
1066	28601
1066	2893
1067	20793
1067	24681
1067	25599
1068	37814
1068	8308
1068	35037
1068	25971
1069	22908
1069	4561
1069	23216
1069	9665
1070	16634
1070	375
1070	32812
1070	32169
1071	17373
1071	38356
1071	16271
1071	22496
1071	21345
1072	16217
1072	13540
1072	34804
1073	26571
1073	28808
1073	4322
1073	30994
1074	32603
1074	38873
1074	5410
1074	2491
1074	37380
1074	27665
1074	26394
1074	6262
1075	6869
1075	3994
1075	27021
1076	20523
1076	3195
1076	25298
1077	7714
1077	2193
1077	39352
1077	16438
1077	31606
1078	18121
1078	19718
1078	10348
1078	31709
1078	16144
1079	24649
1079	7610
1079	22662
1079	27853
1080	668
1080	23086
1080	21312
1080	32745
1081	39111
1081	3106
1081	31243
1082	34901
1082	17166
1082	22543
1082	25421
1082	5122
1083	5358
1083	14865
1083	32184
1083	6894
1083	19574
1083	25369
1083	39053
1083	15300
1083	2970
1083	36295
1083	34104
1084	11099
1084	549
1084	21184
1085	19289
1085	29158
1085	4608
1085	28927
1086	31114
1086	17550
1086	6212
1086	12586
1086	31806
1087	27697
1087	37494
1087	25161
1087	12086
1087	27906
1087	39359
1087	26847
1087	23595
1087	33873
1088	18507
1088	20267
1088	19232
1088	31077
1088	2033
1088	22285
1088	5703
1088	25082
1089	19163
1089	11805
1089	37262
1089	30533
1090	9746
1090	8281
1090	2632
1091	9593
1091	39302
1091	6263
1092	16642
1092	17068
1092	39324
1093	2767
1093	11248
1093	34475
1093	8556
1093	20676
1094	17366
1094	31440
1094	25946
1094	25362
1095	17651
1095	36586
1095	3515
1096	9194
1096	24847
1096	29175
1096	15129
1096	20876
1097	15845
1097	22324
1097	29793
1097	23849
1098	8626
1098	18663
1098	19447
1098	25429
1099	10757
1099	18063
1099	12330
1099	29792
1099	6721
1100	1315
1100	33828
1100	36111
1100	38155
1101	14577
1101	33623
1101	9571
1102	33683
1102	13749
1102	14614
1103	26122
1103	14361
1103	28755
1103	27325
1103	12589
1104	19349
1104	3688
1104	8287
1104	14779
1105	6854
1105	4505
1105	13790
1106	10114
1106	4933
1106	30904
1107	4470
1107	21981
1107	15591
1108	341
1108	39145
1108	17733
1108	16308
1108	15815
1108	190
1108	16825
1108	35532
1108	2116
1108	30835
1108	33844
1108	416
1108	21104
1108	23815
1108	5885
1108	23758
1108	13160
1109	10715
1109	34693
1109	37588
1110	19275
1110	34952
1110	30245
1111	19615
1111	23948
1111	25338
1112	6438
1112	6915
1112	34810
1113	29022
1113	7070
1113	27930
1113	11910
1114	12312
1114	35079
1114	4033
1115	38148
1115	22085
1115	38026
1115	38455
1116	23796
1116	12232
1116	17530
1117	38123
1117	30592
1117	28677
1117	12669
1117	26050
1117	29844
1117	29457
1117	15923
1117	14155
1117	8768
1117	26283
1117	29
1118	15040
1118	34782
1118	15456
1119	13658
1119	31918
1119	37661
1119	14721
1119	22027
1120	19596
1120	13621
1120	35528
1120	14079
1121	35512
1121	8204
1121	1671
1121	20347
1121	19648
1121	38461
1122	9694
1122	3489
1122	12973
1123	13610
1123	27290
1123	27785
1124	29501
1124	33214
1124	6369
1125	15686
1125	20746
1125	13331
1126	26724
1126	23849
1126	4242
1126	27441
1126	21180
1127	4777
1127	24729
1127	30869
1128	17486
1128	18012
1128	19559
1128	20465
1128	7275
1128	6834
1129	5441
1129	24440
1129	31407
1129	22379
1130	13423
1130	4715
1130	34690
1131	17935
1131	1705
1131	26246
1131	33629
1131	30167
1132	12136
1132	32852
1132	25401
1132	26473
1133	22499
1133	1695
1133	24847
1133	32023
1133	604
1133	17135
1134	33243
1134	28977
1134	23490
1134	29307
1134	17469
1135	11073
1135	12458
1135	1071
1135	33536
1136	15263
1136	34952
1136	2430
1137	22574
1137	26403
1137	38516
1137	31072
1137	37403
1137	29030
1138	15888
1138	389
1138	7458
1138	26869
1139	9698
1139	23566
1139	13464
1140	19514
1140	14130
1140	31721
1140	33788
1140	15962
1140	10281
1140	13657
1140	38859
1140	35726
1141	21980
1141	14334
1141	17761
1141	18159
1142	21020
1142	20283
1142	20767
1143	37642
1143	35969
1143	6779
1143	5296
1143	1443
1143	6958
1144	9113
1144	20317
1144	29721
1144	11725
1145	27990
1145	6753
1145	5693
1146	21889
1146	17581
1146	8812
1147	32005
1147	16000
1147	1157
1147	34605
1147	37828
1147	5148
1148	8436
1148	21525
1148	5509
1149	23852
1149	11521
1149	3771
1150	5835
1150	14394
1150	18663
1151	8505
1151	25543
1151	28244
1151	11279
1151	9113
1152	10913
1152	26028
1152	29497
1153	1444
1153	33315
1153	11827
1154	31733
1154	37381
1154	11392
1154	13030
1154	35091
1155	10648
1155	29929
1155	29114
1155	20063
1156	27572
1156	28809
1156	30265
1156	23412
1157	36618
1157	30048
1157	19782
1158	22803
1158	5611
1158	34475
1158	38608
1158	24763
1158	31716
1159	23479
1159	25683
1159	12103
1160	16477
1160	5532
1160	5818
1160	15444
1160	27606
1160	10496
1160	36537
1161	28470
1161	17701
1161	3707
1162	31169
1162	32415
1162	31892
1163	22961
1163	7438
1163	27840
1163	8553
1164	18776
1164	37970
1164	9471
1164	30032
1164	29970
1164	5526
1165	11202
1165	35583
1165	36731
1165	19625
1165	38952
1165	24960
1166	10530
1166	20431
1166	15294
1167	25202
1167	33781
1167	37972
1168	19549
1168	24176
1168	15289
1169	22630
1169	19013
1169	39110
1169	17132
1169	14571
1169	38980
1169	286
1169	15601
1169	37898
1169	30839
1170	30063
1170	33361
1170	29888
1170	13026
1171	3489
1171	15521
1171	2967
1171	5873
1171	28761
1171	28632
1171	32997
1171	31837
1172	14573
1172	2851
1172	29298
1173	7070
1173	24289
1173	35306
1174	21762
1174	22901
1174	10071
1174	29069
1175	16859
1175	28567
1175	7489
1176	21070
1176	18876
1176	23295
1176	3231
1176	27161
1176	27321
1176	38512
1177	10735
1177	38356
1177	28873
1178	20124
1178	14321
1178	251
1178	32721
1178	27214
1179	38269
1179	995
1179	17461
1179	9787
1180	14983
1180	11396
1180	13611
1180	19053
1180	5077
1181	6225
1181	21139
1181	13842
1181	39122
1181	8696
1181	13530
1181	36126
1182	907
1182	39115
1182	28953
1182	4661
1182	27761
1183	2518
1183	117
1183	14185
1183	31916
1183	14896
1183	26020
1184	1316
1184	14114
1184	7535
1184	36841
1185	25504
1185	31645
1185	13252
1185	39139
1185	37147
1185	24989
1186	22625
1186	18597
1186	553
1186	28606
1187	1806
1187	26133
1187	22221
1188	37961
1188	13143
1188	31483
1188	35713
1188	1843
1189	3227
1189	13900
1189	12137
1189	24225
1189	12033
1190	35783
1190	2371
1190	9876
1191	31837
1191	11223
1191	28400
1192	5762
1192	33343
1192	33316
1193	21740
1193	34138
1193	14674
1194	38463
1194	20128
1194	15153
1194	38148
1194	28625
1194	19264
1195	9670
1195	28606
1195	21633
1196	27994
1196	16301
1196	20045
1197	13342
1197	34263
1197	27631
1198	39156
1198	13999
1198	9003
1198	32405
1198	38841
1199	36411
1199	31814
1199	3917
1199	14966
1200	21362
1200	4057
1200	12149
1200	18885
1200	2528
1200	24934
1200	31910
1200	14411
1200	29940
1201	30702
1201	13842
1201	10206
1202	37613
1202	7740
1202	36068
1202	971
1203	17568
1203	3384
1203	31192
1203	16195
1203	32492
1204	15762
1204	2045
1204	7667
1204	32189
1205	15996
1205	36151
1205	24823
1205	12284
1205	32209
1206	7302
1206	37367
1206	36650
1207	7698
1207	35427
1207	6543
1207	30159
1207	18669
1207	10779
1208	998
1208	5503
1208	29198
1209	22637
1209	10768
1209	34377
1209	4328
1209	27350
1209	23383
1209	8759
1209	20066
1209	816
1209	20204
1209	13658
1209	18987
1210	17706
1210	20945
1210	34181
1211	32576
1211	33361
1211	14167
1212	5095
1212	9336
1212	37153
1212	31498
1212	4926
1212	4197
1212	7745
1212	21034
1212	8599
1213	12516
1213	10689
1213	14937
1213	25769
1213	15923
1213	22822
1213	2356
1213	35941
1214	2720
1214	38125
1214	14717
1215	2375
1215	32676
1215	20983
1216	38358
1216	25448
1216	18130
1217	7516
1217	33288
1217	22076
1217	2614
1217	8971
1217	9197
1217	23849
1217	6611
1217	21613
1218	6281
1218	18744
1218	26834
1218	366
1219	16133
1219	17477
1219	21914
1220	752
1220	4396
1220	26376
1221	24554
1221	5873
1221	11568
1221	1041
1221	17477
1222	31457
1222	29567
1222	24293
1222	967
1223	21781
1223	12328
1223	19480
1223	3601
1224	7217
1224	32603
1224	37233
1224	28818
1224	28699
1224	899
1225	38547
1225	19967
1225	32281
1225	8663
1225	38867
1225	16607
1225	39189
1225	11960
1225	12309
1225	27327
1225	15399
